labels_used,accuracy,f1,recall,precision,auc,sim_id,seed
1550,0.9296368352788587,0.035555555555555556,0.021621621621621623,0.1,0.7737505011047613,5,47
1600,0.9270428015564203,0.0425531914893617,0.02702702702702703,0.1,0.7616158414364693,5,47
1650,0.9283398184176395,0.06751054852320675,0.043243243243243246,0.15384615384615385,0.7582987609893439,5,47
1700,0.9302853437094682,0.03587443946188341,0.021621621621621623,0.10526315789473684,0.7562067068793527,5,47
1750,0.9302853437094682,0.06926406926406926,0.043243243243243246,0.17391304347826086,0.7516403606089704,5,47
1800,0.9293125810635539,0.05217391304347826,0.032432432432432434,0.13333333333333333,0.7366864622470003,5,47
1850,0.9312581063553826,0.05357142857142857,0.032432432432432434,0.15384615384615385,0.7528150433980031,5,47
1900,0.9299610894941635,0.07692307692307693,0.04864864864864865,0.1836734693877551,0.7429812703355303,5,47
1950,0.9280155642023347,0.08264462809917356,0.05405405405405406,0.17543859649122806,0.7465799017368524,5,47
2000,0.9302853437094682,0.0851063829787234,0.05405405405405406,0.2,0.7338411194913437,5,47
2050,0.9296368352788587,0.06866952789699571,0.043243243243243246,0.16666666666666666,0.7447936380671807,5,47
2100,0.9293125810635539,0.09166666666666666,0.05945945945945946,0.2,0.7368225762844596,5,47
2150,0.9309338521400778,0.08583690987124463,0.05405405405405406,0.20833333333333334,0.7356478934954271,5,47
2200,0.9289883268482491,0.060085836909871244,0.03783783783783784,0.14583333333333334,0.7413236623998956,5,47
2250,0.9309338521400778,0.07792207792207792,0.04864864864864865,0.1956521739130435,0.7455730307748245,5,47
